,_id,Text,task_1,task_2,Label
361,60c5d6bf5659ea5e55def400,RIP  #JusticeForShahabuddin,NOT,NONE,0
2416,60c5d6bf5659ea5e55df01b0,"The soil is the healer and restorer and resurrector, by which disease passes into health, age into youth, death into life. Without proper care for it we can have no community, because without proper care for it we can have no life.  #FarmLawsWorstThanCOVID #ResignModi https://t.co/HXGLWsOFay",NOT,NONE,0
1888,60c5d6bf5659ea5e55defe1a,@aajtak I never cried for a tv anchor he was a great man last week my aunt died due to covid19 #chinesevirus but i didn't feel that much but today i literally cry for rohit sir Only Because of him i watched news debates I am really sad and depressed right now RIP 🙏,NOT,NONE,0
1022,60c5d6bf5659ea5e55defa21,"Friends, how can any leader(in the world) have so much approval rate amidst such chaos, specially when #ResignModi is trending from a more than a week?! It's just not natural!   This is not how our society behaves. We are hurt right now. We are not blind like this #Jhumla poll. https://t.co/taVOHNJBrq",NOT,NONE,0
2958,60c5d6bf5659ea5e55df01e1,@AkanButNoJeezyy Iâd ruin the take every time âget the fuck off the planeâ,NOT,NONE,0
1656,60c5d6bf5659ea5e55defcac,SO EXCITED TO GET MY #CovidVaccine I hate you covid! https://t.co/fvtTtwiPOZ,NOT,NONE,0
4393,60c5d6bf5659ea5e55defe56,@jai_rry @BJP4India @narendramodi Fake news Alert : above article is totally fake ðŸ‘‡ This is how these sanghis spread fake news and accused others falsely on rape charges. Shame on these sanghis #BengalBurning #fakenews #MamataBanarjee #Fake https:/,NOT,NONE,0
1921,60c5d6bf5659ea5e55defd65,"“I’m just lucky message had only my name &amp; not my picture. I am scared, I am saddened” #Bengaluru #Covid19 helpline worker, among 16 Muslims picked from list of 205 by #BJP MP @Tejasvi_Surya &amp; publicly shamed, sparking flood of #Islamophobia @mohitmrao 1/3 https://t.co/U4Tz9Vo1cV",NOT,NONE,0
2043,60c5d6bf5659ea5e55deffa7,"Very tragic to see so many innocent dead bodies, #HoldChinaAccountable for #ChineseVirus.  #FreeTibet #China #Xi #BoycottSinovac #BoycottSinopharm #Covaxin #Covishield #ChinaLiedPeopleDied #VaccineMaitri #VaccineDiplomacy #India #StayStrongIndia #IndiaFightsCorona #COVID19India https://t.co/X8mZRfu5kM",NOT,NONE,0
1803,60c5d6bf5659ea5e55defe25,@AskAnshul @jsaideepak Is it Next Kashmir...??? @AmitShah please don’t allow this to happen.. #BengalViolence #BengalBurning #HindusLivesMatter https://t.co/LapJRPEvZC,NOT,NONE,0
1021,60c5d6bf5659ea5e55defa15,Registration for 18+ started but no vaccination.@mlkhattar stop giving wrong information.#ModiKaVaccineJumla,NOT,NONE,0
4732,60c5d6bf5659ea5e55def7dc,So a restaurant in #Utah called the @utahbayou is REQUIRING its staff &amp; PATRONS to show proof of the #CovidVaccine upon entry. How insane does someone have to be to require other to vaccinate themselves with something that isn't FDA approved? SHUT IT DOWN.,NOT,NONE,0
4396,60c5d6bf5659ea5e55defce7,"WOW never thought I'd see the day when @UKLabour leader sounds off about protecting the many as @Keir_Starmer bitches about the furlough scheme, under which the state paid millions of peopleâ€™s wages, &amp; the successful delivery of the #CovidVaccine during the pandemic. Disgusting",NOT,NONE,0
3397,60c5d6bf5659ea5e55def388,PM Modi is not responsible for pandemic. China is. Youâ€™re getting infected because you were careless. PM Modi is not going to remind you every minute to follow Covid-Appropriate behaviour. #StayHome #StaySafe #ChineseVirus ðŸ˜¡ Bloody #ChineseVirus ðŸ˜¡ https://t.co/fsnaIJBOF1,NOT,NONE,0
19,60c5d6bf5659ea5e55def124,"@Hoogemil_ I spoke with @Pimp_CSGO multiple times and tried explaining him, I don't think we can do anything about it though :L",NOT,NONE,0
203,60c5d6bf5659ea5e55def1ee,"Heartbreaking seeing what is happening in India right now. If you can spare any money, please consider donating to the charities in this amazing mutual aid document below 🤝https://t.co/SkHB5iWziq  #India #IndiaCovidCrisis",NOT,NONE,0
112,60c5d6bf5659ea5e55def0f1,A heartbreaking piece on what’s happening in India by @samee_kat which is also an action guide on how you can help out! @WeAreTheTempest  #IndiaCovidCrisis   https://t.co/1ji6kKBaUW,NOT,NONE,0
2990,60c5d6bf5659ea5e55df023b,@rigormarkus @Centrefuter @TheBembridge Oooh yes. And a montage of Paglia quotes to really piss them off.,NOT,NONE,0
742,60c5d6bf5659ea5e55def579,"@pawarsayali20 is raising funds to support children in #India who have lost parents due to #COVID19. The situation is absolutely horrendous, and any support is desperately welcomed. Please consider donating if you are able. @dundeeuni @Geog_UoD #IndiaCovidCrisis https://t.co/qRsPhg9JRT",NOT,NONE,0
4274,60c5d6bf5659ea5e55defe4e,"In fact, this is the hatred that is in the heart of every European leader for Muslims and Islam. Nothing surprising. This is just beginning of hatred by europeans. #Islamophobia #european #France #EmmanuelMacron #Islam #Muslim https://t.co/3D97bKarxr",NOT,NONE,0
166,60c5d6bf5659ea5e55def293,"Even killing and praying, these two boats will not ride; the one who killed three boys of Chanda Babu's chodo lillah sent you into the jahannum😎 #JusticeForShahabuddin https://t.co/jFhAbrbN27",NOT,NONE,0
1624,60c5d6bf5659ea5e55defbfc,"@China_Amb_India Dear, Please don’t send a new version of virus in india along with, we can’t save us in this way of pandemic. Day by day india is bleeding 🩸 loosing hope, helpless and hopeless due to #chinesevirus  A special request from 140 MN Indians, Kindly stop spreading for humanity.",NOT,NONE,0
411,60c5d6bf5659ea5e55def309,"Remember that time when Covid-19 was raging in Europe and the US, and we closed our borders to Australian citizens returning home from there and threatened them with jail? Yeah, me neither.   #auspol #strandedAussies #racist #IndiaCovidCrisis #IndianLivesMatter",NOT,NONE,0
4500,60c5d6bf5659ea5e55df001a,I been missing out on sushi. that shit so good ðŸ˜©,NOT,NONE,0
1811,60c5d6bf5659ea5e55defd4c,She died because of a piece of paper   #bureaucracy #IndiaCovidCrisis https://t.co/mHGd6fEhWi,NOT,NONE,0
4782,60c5d6bf5659ea5e55def81d,"I need to post my dick on this app. And I want y'all to hype me up and say ""omgsssðŸ¥ºðŸ¥º"" ""wow wow wow"" If not, una fit ment oðŸ˜’ðŸ˜’",NOT,NONE,0
214,60c5d6bf5659ea5e55def162,"Parents and I vaccinated. Hubby and little brother got their second shots today...daughter tomorrow. Now just gritting my teeth waiting for my 10 and 12 year old to be eligible. Until then, it’s pandemic life as usual. #CovidVaccine",NOT,NONE,0
3197,60c5d6bf5659ea5e55df03da,"Blood money for #BengalBurning ð Zee News: Mamata announces Rs 2 lakh compensation for kin of Bengal violence victims, accuses BJP of harassing Trinam.... https://t.co/IKUz4sL62K  via @GoogleNews",NOT,NONE,0
2831,60c5d6bf5659ea5e55df04a7,Been looking like a hooker every summer since I was 11 💀 https://t.co/T4TXNnycSu,NOT,NONE,0
1303,60c5d6bf5659ea5e55defa23,Our political class has messed up this crisis. They should be held accountable for the death and devastation in the country. We don't want their convoys running around. We want basics to lead a dignified life. #ModiKaVaccineJumla #ModiResign https://t.co/5NUr6HkZiP,NOT,NONE,0
1394,60c5d6bf5659ea5e55def926,"Right now Core voters of BJP are very pissed.  Had Congress shown little empathy towards Bengal Violence, and given statements regarding Violence, many BJP voters would have switched sides!  It's a curse that opposition is as useless as Ruling party.  #BengalBurning #SpinelessBJP",NOT,NONE,0
4273,60c5d6bf5659ea5e55defe4a,"@DSchiller713 @JesseKellyDC That is unfortunate. You claim it was not politicians, yet the Governors signed executive orders forcing #WuhanVirus into nursing homes. You said people should have used common sense, but that doesn't apply to the elderly peop",NOT,NONE,0
4926,60c5d6bf5659ea5e55def7c4,Blasphemy often hides in plain sight. It drives violence toward Muslims and foments hatred throughout society. Can you spot #Islamophobia? @OIC_OCI @MWLOrg @UN @ImranKhanPTI @OfficialDGISPR @RTErdogan @KingSalman @Twiplomacy #BreakingNews https://t.co/TmsBlIkiXR,NOT,NONE,0
2142,60c5d6bf5659ea5e55defed7,@BelindaJones68 I couldn’t agree more Bee.   Been saying this for months as well.    Victoria’s ‘state of emergency’ was cheap words compared to what India are going thru.    It’s just heartbreaking and now our federal government has turned their backs on them.  #IndiaCovidCrisis,NOT,NONE,0
401,60c5d6bf5659ea5e55def486,Lost my guide and mentor to the pandemic :'( #IndiaCovidCrisis #NoOxygen https://t.co/SISuIXpHgY,NOT,NONE,0
2359,60c5d6bf5659ea5e55df00e2,"An audio clip, which feeds the fears about the vaccines, is being frantically shared on WhatsApp groups.  (@bala3047) #CovidVaccine #Vaccination  https://t.co/fHPnQf2OI8",NOT,NONE,0
1667,60c5d6bf5659ea5e55defe88,Sad. India is loosing such great talents due to #ChineseVirus https://t.co/GywWSbTh1R,NOT,NONE,0
1929,60c5d6bf5659ea5e55defe55,"Twitter asking""what's happening""....my nation is burning from west Bengal, crying inside from Covid caused deaths, and netas r doing their usual businesses.  And me, fearing an end of humanity in my country. #IndiaCovidCrisis #BengalViolence  #PresidentsRuleinBengal #PMModi",NOT,NONE,0
2374,60c5d6bf5659ea5e55df00d0,But no one dares to call it #ChineseVirus https://t.co/D8y3XI8O9n,NOT,NONE,0
4952,60c5d6bf5659ea5e55defa49,@MaskedSingerUK you for real. How does shit like this get on the TV. I'm glad I pay my tv licence for bollocks like this on the box. #maskedsinger #TheMaskedDancer.,NOT,NONE,0
1732,60c5d6bf5659ea5e55defd51,@jaesadilla What’s your gamer tag ? 👀,NOT,NONE,0
2974,60c5d6bf5659ea5e55df018d,WE DONT TRUST Y'ALL TO PLAN SHIT #wwdiscussion,NOT,NONE,0
2361,60c5d6bf5659ea5e55df011d,"The day you tested +ve I was very sure you will come back healthy ,and your words gonna inspire million Indians. But ...   Gone too soon. This deadly #ChineseVirus gonna scare more. We lost a voice of many nationalist. @sardanarohit gonna miss you .   May mahadev bless your soul. https://t.co/bzbRnPpCPX",NOT,NONE,0
1819,60c5d6bf5659ea5e55defdaa,Came across a post where people from Bengal were commenting about the situation there! Maybe what's being publicized is not completely true but these comments?! My heart aches to see our people crying to survive! #BengalBurning https://t.co/PGVeC8tY3d,NOT,NONE,0
2049,60c5d6bf5659ea5e55df0003,"It's worrying to see people flocking to the Tanah Abang market, Jakarta, for their Idul Fitri celebration next week. We must help the 🇮🇩 government to prevent a crisis like #IndiaCovidCrisis https://t.co/iR0SQS88lU",NOT,NONE,0
1420,60c5d6bf5659ea5e55defc9c,#IsupportModi if he took  decision to resign.he is a failure and he cant rule a nation.Baashan se sab kuch nahi hotha..modi must resign.. #ModiHataoDeshBachao  #ResignModi,NOT,NONE,0
1615,60c5d6bf5659ea5e55defb2b,"@VivekVs1963 Delhi really needs new cremation grounds. What prescience of our great leaders, cutting trees and making space, killing two birds with one stone!! #StopCentralVistaProject  #DelhiCantBreathe  #IndiaCovidCrisis",NOT,NONE,0
306,60c5d6bf5659ea5e55def356,There shouldn’t be no patent on Covid Vaccine!!! #wuhanvirus #CovidVaccine #NoPatentsInAPandemic #COVID19Vaccine.,NOT,NONE,0
3027,60c5d6bf5659ea5e55df031a,"Got blessed with all the flu-like symptoms after my second #moderna #CovidVaccine 100.4 fever, body aches, headache ð¤ð¤. Apparently side-effects mean you have a good immune response (and is probably why I get so damn sick even when I have a regular cold), but THIS SUCKS.",NOT,NONE,0
703,60c5d6bf5659ea5e55def5ad,This is why communal virus is much more dangerous than #coronavirus!  That's why we failed as a society!  #TejasviSuryaExposed #Islamophobia #COVIDIOTS https://t.co/0GotFqbCBi,NOT,NONE,0
7,60c5d6bf5659ea5e55def1a5,"In 4 months ...almost 4,000 ppl have died from #CovidVaccine according to https://t.co/TWucKPivzS #Tucker That’s more deaths than all vaccines combined. 💉 https://t.co/O6DdPU9Lyy",NOT,NONE,0
43,60c5d6bf5659ea5e55def106,Damn this be me 🥲 https://t.co/EEG3FXgmQS,NOT,NONE,0
559,60c5d6bf5659ea5e55def546,Heartbreaking. I pray for the people in India.  #IndiaCovidCrisis https://t.co/ymp4jLGtQj,NOT,NONE,0
2435,60c5d6bf5659ea5e55df0249,Don't know who is he but RIP to him we are not like you people (leftists and muslims) who laugh and celebrate a death soul may shri ram give power to there family to bare this loss #JusticeForShahabuddin,NOT,NONE,0
1242,60c5d6bf5659ea5e55def781,"@LofiNatsoc that's funny that you say that because on the aforementioned walk i fantasized about beating up a pimp, cus there's a red light area relatively nearby and it looks disgusting",NOT,NONE,0
1,60c5d6bf5659ea5e55def0f0,This virus is attacking the core social fabric of our society. The absence of final rites and role of community in grieving is causing deep damage. #covid #chinesevirus https://t.co/JkB2PSriy9,NOT,NONE,0
1217,60c5d6bf5659ea5e55def7d4,"Such people have drowned india in shame , helplessness, embarassment and death. #ResignModi  #murder https://t.co/Y1n2DNDZgy",NOT,NONE,0
4660,60c5d6bf5659ea5e55def8c7,"i just love bread ðŸ˜© baguettes, french bread, croissants, garlic bread, hawaiian rolls, texas toast, focaccia, biscuits, money. iâ€™m a bread whore.",NOT,NONE,0
2403,60c5d6bf5659ea5e55df0258,https://t.co/6Ogv8C65fT,NOT,NONE,0
279,60c5d6bf5659ea5e55def40b,"Visuals coming from Bengal, are terrifying me. TMC terrorists are killing people their , I appeal all the political parties of India to come forward and speak up against such violence. They are innocent citizens of West Bengal #BengalBurning #PresidentsRuleinBengal  #ArrestMamata https://t.co/Xccz1HQk9C",NOT,NONE,0
3467,60c5d6bf5659ea5e55def315,#CovidVaccine isn't enough. The parents need to be available worldwide to stop the pandemic. #indiacovid is killing too many ppl bc they're lacking life-saving supplies&amp;the inaccessibility to the vaccine only makes matters worse. https://t.co/nABJTjuxEo,NOT,NONE,0
1642,60c5d6bf5659ea5e55defbb4,@Randeep_Sisodia He's dealing with d #ChineseVirus as best as he can much better than Delhi or d financial capital..is it enough..it never is  Not too concerned about d panchayat polls as in UP polls are without symbols so everyone claims victory.  I say again only concern is internal sabotage😉,NOT,NONE,0
3183,60c5d6bf5659ea5e55df0419,@Turbo_Fucker Too bad I'm a dummy not an idiots,NOT,NONE,0
2101,60c5d6bf5659ea5e55df0070,Save Bengal.. ! Police and goons are killing innocent people. Bengalis are again becoming refugees. Is this a repeat of history where innocent helpless Bengalis are again displaced.  #BengalBurning,NOT,NONE,0
2881,60c5d6bf5659ea5e55def15d,"He always knows just how to piss me off, Even if i beg he won't lay off.",NOT,NONE,0
4447,60c5d6bf5659ea5e55defe57,@HireVesuvius I take it comes with a 24/7 hooker?,NOT,NONE,0
4383,60c5d6bf5659ea5e55defdd2,"I think @rolandgarros treatment of @naomiosaka is a disgrace to the sport. Theyr supposed to organize great tennis matches not pimp athletes to media against their will. Naomi's only 'assignment' is to play her game, period. DISGRACE! Erasing tweets not enough, apologies.",NOT,NONE,0
4606,60c5d6bf5659ea5e55def67c,"@raghav_chadha Chadda ji this jumbo vaccination centre has been created by Radha Soami Satsang &amp; BLK, congratulated them but taking all the credit is extremely dishonest. #KejriwalFailsDelhi #ChineseVirus #VaccinationForAll",NOT,NONE,0
4665,60c5d6bf5659ea5e55def909,@ciaran_s21 @james_e1der Hate to be a boring cunt but you can't sweat out alcohol. What you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your body/brain struggle to function due to lack,NOT,NONE,0
807,60c5d6bf5659ea5e55def504,"@OurTemples People are dying cuz of fear, not due to #WuhanVirus",NOT,NONE,0
2676,60c5d6bf5659ea5e55df0349,"Premier @jjhorgan, to those that book #CovidVaccine appts and are “no shows” which takes away from people who truly want it please start sending them a $75 bill or applying it to their drivers license-just as one would receive from a doctors office. This is unacceptable. 😡🦠💉",NOT,NONE,0
2941,60c5d6bf5659ea5e55df0217,"@replicantpinky @ducksindisguise George: This is a cartoon!  Clerk: Hey, I had to draw that guy from memory. Considering, I think that's damn good.",NOT,NONE,0
1390,60c5d6bf5659ea5e55def8d4,You cannot seek help from someone who got you in trouble in the first place.  #ModiResign #ModiMustResign #ResignModi #Resign_PM_Modi #COVID19 #COVIDEmergency #ModiKaVaccineJumla #RohitSardana https://t.co/g8VI0mu2kl,NOT,NONE,0
929,60c5d6bf5659ea5e55def6e1,Apartheid is apartheid is apartheid is apartheid. Stop silencing us. Speak up for Palestine. #SilenceisViolence #FreePalestine #HumanRights #Islamophobia 🤲🏾🇵🇸❤️ https://t.co/BsZMjasPEV https://t.co/UUyq3MTShl,NOT,NONE,0
2983,60c5d6bf5659ea5e55df0247,"@The_NehaJoshi Very sad, I saw him various debates. Too young to leave. Waiting for #Karma to hit back #China for all these untimely deaths due to #ChineseVirus #WuhanLabVirus.",NOT,NONE,0
54,60c5d6bf5659ea5e55def197,"The enormity of the situation back home is too painful to ignore or not be aware of. Here's a fundraiser, I've started to help people in some way. #IndiaCovidCrisis   Help India Survive COVID-19 https://t.co/T5oDwFmWMi",NOT,NONE,0
1762,60c5d6bf5659ea5e55defcde,@mishtal @cyclingweekly Blatant #Islamophobia and lies in your blog. As for the 'discrepancy' Palestinians weren't driven out but were  fleeing from conflict: that is bullshit on a stick.  Did they jump or were they pushed? It makes little difference. It was a pogrom and Israel is still ethnic cleansing,NOT,NONE,0
1567,60c5d6bf5659ea5e55defaf7,@indiantweeter This is so sad. #CKMKB #chinesevirus has  ruined so many families across the world. 😔,NOT,NONE,0
201,60c5d6bf5659ea5e55def1e1,"@nblnb_brainrot @Whore_on_wheels WHERE ON EARTH HAVE YOU BEEN, I MISSED YOU",NOT,NONE,0
466,60c5d6bf5659ea5e55def2ed,"Save our kids. 🙏🙏🙏  If you know a minor who has lost both parents to covid, you must inform the right person. You must call the right number.  Thread.  #india #CovidIndia #IndiaCovidCrisis #indiacovid https://t.co/Sl6DZioLOg",NOT,NONE,0
1241,60c5d6bf5659ea5e55def77d,"Pls make the #CovidVaccine available.#Ahmednagar Whenever I'm going to book slot for vaccination, it get disappear within fraction of second, like flash sale. Slot opening time is also not fixed, something wrong is happening inside. @Ahmednagarlive  @RTAhmednagar @InfoAhmednagar",NOT,NONE,0
3317,60c5d6bf5659ea5e55def10a,The trending video of Boko Haram converting .. people to Islam..in niger state..en mass... certainly the Islamic north has questions to answer..am not seeing mass condemnation of this shameful act... religion is not by force but by conviction...#UnknownGunmen #Islamophobia,NOT,NONE,0
1101,60c5d6bf5659ea5e55def9b8,@kitkatgirl888 @kingvalkryie_,NOT,NONE,0
1919,60c5d6bf5659ea5e55defd60,"2nd astrazeneca jab this morning, thought I was going to be ok this time so went home, ½ hour later I nearly passed out, dizziness, nausea, tingly face, numb hand and forearm, still a bit queasy, very tired #AstraZeneca #2nddose #COVID19 #CovidVaccine",NOT,NONE,0
942,60c5d6bf5659ea5e55def80d,Beware this is a false account. People are trying to target her.  #BengalBurning  #BengalViolence https://t.co/bfxybjrGqn,NOT,NONE,0
1123,60c5d6bf5659ea5e55def7fe,"Bad news: India’s vaccine shortage--where the country has vaccinated less than 2% of the population and the healthcare system is on the verge of collapse--will last months, it's biggest manufacturer warns - https://t.co/5UzxrX93o5 via @FT #IndiaCovidCrisis #COVIDー19 #India",NOT,NONE,0
1338,60c5d6bf5659ea5e55def9d1,@edcalle @rosende_art @coccinella2000 @JustFateful people who have gotten the #CovidVaccine are now testing positive for #COVID19 &amp; HIV !!!! god...i feel sorry 4 all of uuuuuu !!!! https://t.co/HFIRXrsn7S,NOT,NONE,0
991,60c5d6bf5659ea5e55defa36,@taeildolls they said this about bubonic plague or some shit last year and we’re fine,NOT,NONE,0
4650,60c5d6bf5659ea5e55def7a6,I canâ€™t stop watching the stories coming out of #India. Itâ€™s just devastating to watch. This virus is a beast. #COVID19 #coronavirus #IndiaCovidCrisis,NOT,NONE,0
2389,60c5d6bf5659ea5e55df00f5,There is difference between InvIT &amp; Modi's Jumala!  So stay away otherwise nothing left 😂  #invIT #stocks #investing #investments #NASDAQ100 @suchetadalal @NKStockTalk1 @Anna__XAUUSD @moneycontrolcom @AnilSinghvi_ @business #ModiKaVaccineJumla #AndhBhakt #ModiHataoDeshBachao,NOT,NONE,0
3247,60c5d6bf5659ea5e55df03b3,@Im_Gk14 @Tech_glareOffl You are a damn lucky bastard....,NOT,NONE,0
1460,60c5d6bf5659ea5e55defaff,@WeAllFaulter @metaltxt my mates psychobilly band did some obscure euro fest once with a band called 'THE BOLLOCKS QUIFFS',NOT,NONE,0
2975,60c5d6bf5659ea5e55df0190,Another request to unfollow me if you are still calling #WuhanVirus as either COVID or CORONA.,NOT,NONE,0
2716,60c5d6bf5659ea5e55df03d8,I forgot to mention...I got #CovidVaccine No. 2 this morning. I'm mostly just dehydrated right now. 🤞 it doesn't get any worse. https://t.co/DDd5pHunHR,NOT,NONE,0
853,60c5d6bf5659ea5e55def573,Shit! Accidentally found 1.5 billion aliens. MARTIANS ARE HERE. @elonmusk @SpaceX  #CovidVaccine #CoronaSecondWave https://t.co/DnKR3YPXmm,NOT,NONE,0
3214,60c5d6bf5659ea5e55df03fc,Onus of showing allegiance to infidels. It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him.   Drop in reply #JusticeForShahabuddin,NOT,NONE,0
1250,60c5d6bf5659ea5e55def841,This is really the heart of it. Why is the world suddenly concerned about #IndiaCovidCrisis? This visible failure threatens the global capitalistic economy where India was seen as a serious competitor to China. That image is now in shambles; there will be no going back from this. https://t.co/B6NrS2Dho1,NOT,NONE,0
815,60c5d6bf5659ea5e55def5f6,Bhart me agar garreebi hatani h toh population control honga jaruri h👀 Aj agar population kam hoti na log raste pe hote na aj ye din dekne padte 💔...it's painfull when someone loses there loved once🙂 #IndiaCovidCrisis  #CoronaSecondWave  #IndiaNeedsOxygen,NOT,NONE,0
3179,60c5d6bf5659ea5e55df0298,@narendramodi Sir i fully believe you. Only person who can take us out fron this situation is you only sir. I fully believe you But sir we hate #China. #Chinesevirus killed so many of our country people. #China intentionally did all this,NOT,NONE,0
343,60c5d6bf5659ea5e55def3c9,"India COVID-19 second wave: I am angry. My father and I have COVID, my mother has cancer  @Nidhi writes in @gulf_news  https://t.co/PLCjop5v9P | #IndiaCovidCrisis",NOT,NONE,0
1422,60c5d6bf5659ea5e55defad5,"Sadly Bengal trails while Goa, Kerala, Odisha have administered more than allotted doses by making use of leftover in #CovidVaccine vials. Speaks of the efficiency of the concerned health depts.  WB Govt can do a lot more than be a mere cry baby accusing the centre of all ills. https://t.co/25gcGj7no9",NOT,NONE,0
1846,60c5d6bf5659ea5e55defcd7,why U R unable to #cancel12thboardexams2021  students are fully depressed and  stressed  whole year they were in doubts only and now also they are what our govt is doing  if doubts.....not cleared since one year  @DrRPNishank   @EduMinOfIndia   @SonuSood   @ #ResignPMmodi,NOT,NONE,0
1765,60c5d6bf5659ea5e55defd14,@harrymedicine0 oh.. well I hope he just minds his own damn business then🙂,NOT,NONE,0
1519,60c5d6bf5659ea5e55defc45,@nicks_79 Incompetence in everything from demonitization to Covid and spreading hatred. We all lost our peace of mind.#ResignModi  #ResignPMmodi,NOT,NONE,0
1439,60c5d6bf5659ea5e55defb4d,"CNN visited a government run hospital in Uttar Pradesh, India, and found scenes of profound suffering as the nation grapples with the coronavirus crisis. #COVIDEmergencyIndia #Resign_PM_Modi  #YogiJhootaHai    https://t.co/6gZUQS0kcK",NOT,NONE,0
781,60c5d6bf5659ea5e55def56f,Really miss you 😘😢😭  #Mohammadshahabuddin  #JusticeForShahabuddin #Shahabuddin https://t.co/7EwoctwVdi,NOT,NONE,0
758,60c5d6bf5659ea5e55def559,Dont Ever try this to cure #Covid19  #chinesevirus #CKMKB https://t.co/QtAWgXqQdw,NOT,NONE,0
1274,60c5d6bf5659ea5e55defa67,@pimp_potion https://t.co/p2FlxsKjaV,NOT,NONE,0
1078,60c5d6bf5659ea5e55def7ef,Bitch,NOT,NONE,0
1154,60c5d6bf5659ea5e55defa1a,"@PresidencyZA @CyrilRamaphosa why are people travelling from India allowed in the country.   The situation in India is devastating. Please can you ban travellers from #India, all forms of travelling.  Please. #IndiaCovidCrisis #ProtectSouthAfrica",NOT,NONE,0
272,60c5d6bf5659ea5e55def347,It’s absolutely disturbing to see the violence in Bengal. I hope the authorities book the culprits soon. I deeply condemn it. There should be no place for such violence in Bangal or anywhere in the country. #BengalViolance  #BengalBurning,NOT,NONE,0
1240,60c5d6bf5659ea5e55def732,"This is a crisis of your making. Modi  cannot solve it. He can only make it worse.This virus prospers in an atmosphere of fear and hatred &amp; ignorance please sir, please, step aside. At least for now.We need a government #ResignModi #ModisCrimeAgainstIndia https://t.co/DGNiWJb4cT",NOT,NONE,0
2896,60c5d6bf5659ea5e55df01d8,@mixtapeminimus1 Shit is sexy,NOT,NONE,0
1264,60c5d6bf5659ea5e55def98f,"despicable that  @BCCI was continuing with #IPL2021 &amp; diverting govt resources when #IndiaCovidCrisis is at its peak. Hopefully some sense prevails now and this circus is canceled  Chakravarthy, Warrier test positive for Covid-19; KKR vs RCB rescheduled https://t.co/6Hta1IaSRH",NOT,NONE,0
57,60c5d6bf5659ea5e55def1fd,"@salonayyy What a tragedy, it's beyond a nightmare. May Almighty give the bereaved family strength and courage. #DelhiNeedsOxygen #IndiaNeedsOxygen #IndiaCovidCrisis #modioxygendo #ModiMadeDisaster #ModiDisasterForIndia #BjpDestroyedIndia",NOT,NONE,0
1974,60c5d6bf5659ea5e55deff08,"So I got vaccinated recently 👏🏾On day 1 I experienced a headache and a blocked nose. On Day 2 I experienced chills, nausea and dizziness.  #sisonkestudy #CovidVaccine #covid19SA #COVID19 https://t.co/Pil6uWq4GL",NOT,NONE,0
4296,60c5d6bf5659ea5e55defd6d,If you want to get free nudes! Retweet my post and don't forgot to Follow and Add me on Snapchat for free nudes #horny #sexting #sext #horny #cum #cam #nudes #masterbation #whore #fucking #masterbait #cumwhore #pussy #sugarbaby #pussy #cockslut #squirt #trade https://t.co/vjd6AeIGhw,NOT,NONE,0
2634,60c5d6bf5659ea5e55df0360,"Can we just be jabbed already so we can get on with our lives, save our businesses and stop losing our besties to this goddamn disease?? Please Mr. President @CyrilRamaphosa cc. @Discovery_SA  #covid19SA #CovidVaccine #COVIDThirdWave #COVID19 🇿🇦",NOT,NONE,0
2237,60c5d6bf5659ea5e55deffc7,What us the point of using students as pawns to reopen when they have a couple of weeks left? Reopen officially in September and avoid another friggin outbreak I’m so over this shit,NOT,NONE,0
860,60c5d6bf5659ea5e55def66b,#ChineseVirus that has ruined the life of millions! https://t.co/gSxYsaZAxB,NOT,NONE,0
4761,60c5d6bf5659ea5e55def9dc,"@chigrl When my son was younger I got pretty good at the original Star Wars Battlefront but most of my true gaming skills go back to Pac Man, Donkey Kong, Centipede, Galaga, and Defender",NOT,NONE,0
2425,60c5d6bf5659ea5e55df00b9,"Today we'll be awarned for covid deaths in #India: 3600. India inhabitants are more than 1 billion and 390 millions. Covid deaths are so the 0,00026%. In 2019 dead children in India have been 1.035.880. Ok, let's fear the #COVID19 #IndiaCovidCrisis #IndiaNeedsOxygen",NOT,NONE,0
1596,60c5d6bf5659ea5e55defacb,"People of the UK . If you think it’s OK now to ignore the Covid distancing rules , prance around without a mask, let your guard down then read this 👇it’s heartbreakingly terrifying . The world is not out of this yet &amp; the Indian variant is here #WearADamnMask #IndiaCovidCrisis https://t.co/jmRWlZOWJs",NOT,NONE,0
2242,60c5d6bf5659ea5e55df0060,@OnlyAWorldAway Damn this is embarrassing,NOT,NONE,0
209,60c5d6bf5659ea5e55def2a2,In this pandemic situation I request u guys stop doing politics!  Everyone know I'm in favour of modi but still @Gayatri_INC @atre_rohan and so many people's are following me!  And I'm also doing the same!  Plz try help everyone not create political wars on tl! #IndiaCovidCrisis,NOT,NONE,0
1144,60c5d6bf5659ea5e55defa81,"@ndtv TMC goons attacked on union minister's convoy in West Midnapore, broken windows, attacked personal staff. Cutting short my trip. #BengalBurning @BJP4Bengal @BJP4India @narendramodi @JPNadda @AmitShah @DilipGhoshBJP @RahulSinhaBJP https://t.co/VHN4l69Tsz",NOT,NONE,0
